time,return_probability
0.0,1.0
0.0012566370614359175,0.9999999999100427
0.002513274122871835,0.9999999912770331
0.003769911184307752,0.9999998954765976
0.00502654824574367,0.9999994095620204
0.0062831853071795875,0.9999971578048592
0.007539822368615504,0.9999904378265109
0.008796459430051423,0.9999744378006533
0.01005309649148734,0.9999417313755762
0.011309733552923256,0.9998816464314022
0.012566370614359175,0.9997798084146631
0.013823007675795092,0.999617864353645
0.015079644737231009,0.9993734401282166
0.016336281798666925,0.999020371586874
0.017592918860102846,0.9985291520540045
0.018849555921538762,0.9978677697181274
0.02010619298297468,0.9970029289656703
0.021362830044410596,0.9959012527349597
0.022619467105846513,0.9945308507911008
0.023876104167282433,0.9928629699786267
0.02513274122871835,0.990873666149373
0.026389378290154267,0.9885450674671136
0.027646015351590184,0.9858678615789821
0.0289026524130261,0.9828414897797307
0.030159289474462017,0.9794752586378627
0.031415926535897934,0.9757878105132556
0.03267256359733385,0.9718078181858297
0.033929200658769774,0.9675749440190833
0.03518583772020569,0.9631362726727755
0.03644247478164161,0.9585442893802414
0.037699111843077525,0.9538571736940159
0.03895574890451344,0.9491391796982713
0.04021238596594936,0.9444543974162044
0.041469023027385275,0.9398662312194918
0.04272566008882119,0.9354353712012826
0.04398229715025711,0.9312179265158914
0.045238934211693026,0.9272637725486655
0.04649557127312894,0.9236151609653691
0.047752208334564866,0.9203056252767686
0.04900884539600078,0.917359199081153
0.0502654824574367,0.914789950778989
0.05152211951887262,0.9126018275369473
0.05277875658030853,0.9107887924144668
0.05403539364174445,0.9093352313784785
0.05529203070318037,0.9082166008558413
0.056548667764616284,0.9074002810351749
0.0578053048260522,0.9068465950924415
0.05906194188748812,0.9065099499550355
0.060318578948924034,0.9063400505327376
0.06157521601035996,0.9062831371724657
0.06283185307179587,0.9062831961891291
0.06408849013323178,0.9062830963755537
0.0653451271946677,0.9062256108477111
0.06660176425610362,0.9060542934944218
0.06785840131753955,0.9057141922548236
0.06911503837897547,0.9051523965385585
0.07037167544041138,0.9043184320217106
0.0716283125018473,0.9031645312211745
0.07288494956328322,0.9016458210237688
0.07414158662471913,0.8997204772054805
0.07539822368615505,0.8973498997179212
0.07665486074759097,0.8944989604016822
0.07791149780902688,0.8911363666268556
0.0791681348704628,0.8872351705754362
0.08042477193189872,0.8827734354760267
0.08168140899333463,0.8777350486179719
0.08293804605477055,0.872110648380327
0.08419468311620647,0.8658986110617999
0.08545132017764238,0.8591060253290214
0.0867079572390783,0.8517495698024066
0.08796459430051422,0.8438562044552904
0.08922123136195013,0.8354635902334948
0.09047786842338605,0.8266201638501625
0.09173450548482197,0.8173848153076871
0.09299114254625789,0.8078261425666206
0.09424777960769382,0.7980212882825413
0.09550441666912973,0.7880543944682961
0.09676105373056565,0.7780147389700792
0.09801769079200157,0.76799463975424
0.09927432785343748,0.7580872269274848
0.1005309649148734,0.7483841869747087
0.10178760197630932,0.7389735789384828
0.10304423903774523,0.7299378093962563
0.10430087609918115,0.7213518342642293
0.10555751316061707,0.7132816333851497
0.10681415022205298,0.7057829813932422
0.1080707872834889,0.6989005180729397
0.10932742434492482,0.692667105318244
0.11058406140636073,0.6871046787003525
0.11184069846779665,0.6822206098231747
0.11309733552923257,0.6780110583512703
0.11435397259066848,0.6744601782066453
0.1156106096521044,0.6715405200791837
0.11686724671354032,0.6692135847729255
0.11812388377497623,0.6674305220492506
0.11938052083641215,0.6661329733403735
0.12063715789784807,0.6652540572581381
0.121893794959284,0.6647194939893016
0.12315043202071992,0.6644460805018728
0.12440706908215583,0.6643491222929434
0.12566370614359174,0.6643419259835682
0.12692034320502765,0.6643343068699583
0.12817698026646357,0.6642356046990349
0.1294336173278995,0.6639562658439503
0.1306902543893354,0.6634092960822277
0.13194689145077132,0.6625116031479608
0.13320352851220724,0.6611852189978569
0.13446016557364318,0.65935839598435
0.1357168026350791,0.6569665808248834
0.13697343969651501,0.6539532794681348
0.13823007675795093,0.6502708320455973
0.13948671381938685,0.645881118540166
0.14074335088082277,0.6407562119390237
0.14199998794225868,0.634878986657744
0.1432566250036946,0.6282436769475973
0.14451326206513052,0.6208563645749046
0.14576989912656643,0.6127353595669752
0.14702653618800235,0.6039114247964179
0.14828317324943827,0.5944277871037009
