time,return_probability
0.0,1.0
0.0012566370614359175,0.9999999957978998
0.002513274122871835,0.9999999889086233
0.003769911184307752,0.9999998751461556
0.00502654824574367,0.9999992971328032
0.0062831853071795875,0.9999973345744866
0.007539822368615504,0.9999921383659597
0.008796459430051423,0.9999805102576629
0.01005309649148734,0.999957450628467
0.011309733552923256,0.9999158046386947
0.012566370614359175,0.9998459618516073
0.013823007675795092,0.999735477191812
0.015079644737231009,0.9995688179132897
0.016336281798666925,0.9993281309948842
0.017592918860102846,0.9989933293417481
0.018849555921538762,0.9985426166699329
0.02010619298297468,0.997953216820675
0.021362830044410596,0.9972022653808831
0.022619467105846513,0.9962678261287161
0.023876104167282433,0.9951299837018436
0.02513274122871835,0.9937719552973313
0.026389378290154267,0.9921811589578361
0.027646015351590184,0.9903501747014589
0.0289026524130261,0.9882775377664356
0.030159289474462017,0.9859683105806883
0.031415926535897934,0.9834343913618998
0.03267256359733385,0.9806945317599428
0.033929200658769774,0.9777740526009205
0.03518583772020569,0.9747042642902087
0.03644247478164161,0.9715216154073315
0.037699111843077525,0.9682666081732735
0.03895574890451344,0.9649825316989955
0.04021238596594936,0.9617140724636675
0.041469023027385275,0.9585058659410838
0.04272566008882119,0.9554010537047022
0.04398229715025711,0.9524399070546127
0.045238934211693026,0.949658571842098
0.04649557127312894,0.9470879804870147
0.047752208334564866,0.9447529669954093
0.04900884539600078,0.9426716098379151
0.0502654824574367,0.9408548164696564
0.05152211951887262,0.9393061525364298
0.05277875658030853,0.9380219087533274
0.05403539364174445,0.9369913892854896
0.05529203070318037,0.9361973973710463
0.056548667764616284,0.9356168870566143
0.0578053048260522,0.9352217444457084
0.05906194188748812,0.9349796580096754
0.060318578948924034,0.9348550355289246
0.06157521601035996,0.9348099253614663
0.06283185307179587,0.934804902158001
0.06408849013323178,0.9347998819183976
0.0653451271946677,0.9347548382998859
0.06660176425610362,0.9346304010202028
0.06785840131753955,0.9343883275128788
0.06911503837897547,0.9339918499626929
0.07037167544041138,0.9334059106214256
0.0716283125018473,0.9325973079697323
0.07288494956328322,0.9315347839803602
0.07414158662471913,0.93018908770847
0.07539822368615505,0.9285330521483587
0.07665486074759097,0.9265417194757133
0.07791149780902688,0.9241925444580247
0.0791681348704628,0.9214656972819144
0.08042477193189872,0.9183444759187962
0.08168140899333463,0.9148158252814408
0.08293804605477055,0.9108709468562876
